OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, ttbar, central, 1, 0, 2.4, 0, 499, 0, 1, "0.911" 
2, ttbar, down, 1, 0, 2.4, 0, 499, 0, 1, "2*(0.884)-(0.911)" 
2, ttbar, up, 1, 0, 2.4, 0, 499, 0, 1, "2*(0.938)-(0.911)" 
3, ttbar, central, 1, 0, 2.4, 20, 99999, 1.2, 8.5, "-0.000439434*x*x*x*x+0.00982901*x*x*x-0.0758301*x*x+0.235126*x+0.664076" 
3, ttbar, down, 1, 0, 2.4, 20, 99999, 1.2, 8.5, "2*(-0.000439434*x*x*x*x+0.00982901*x*x*x-0.0758301*x*x+0.235126*x+0.664076-0.03)-(-0.000439434*x*x*x*x+0.00982901*x*x*x-0.0758301*x*x+0.235126*x+0.664076)" 
3, ttbar, up, 1, 0, 2.4, 20, 99999, 1.2, 8.5, "2*(-0.000439434*x*x*x*x+0.00982901*x*x*x-0.0758301*x*x+0.235126*x+0.664076+0.03)-(-0.000439434*x*x*x*x+0.00982901*x*x*x-0.0758301*x*x+0.235126*x+0.664076)" 
2, comb, central, 1, 0, 2.4, 20, 30, 0, 1, "0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x)))" 
2, comb, down, 1, 0, 2.4, 20, 30, 0, 1, "2*(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x)))-0.0624031)-(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x))))" 
2, comb, up, 1, 0, 2.4, 20, 30, 0, 1, "2*(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x)))+0.0624031)-(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x))))" 
2, comb, central, 1, 0, 2.4, 30, 40, 0, 1, "0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x)))" 
2, comb, down, 1, 0, 2.4, 30, 40, 0, 1, "2*(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x)))-0.034023)-(0.703389*((1.+(0.088358*x))/(1.+(0.0660291*x))))" 
