OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, mujets, central, 0, 0.0, 2.4, 600.0, 800.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x)))
2, mujets, up, 0, 0.0, 2.4, 600.0, 800.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) + 0.113872
2, mujets, down, 0, 0.0, 2.4, 600.0, 800.0, 0, 1, 0.802128*((1.+(0.024399*x))/(1.+(0.0215834*x))) - 0.113872
0, comb, central, 2, 0.0, 0.5, 20.0, 1000.0, 0, 1, (((0.991991+(0.000898777*x))+(-1.88002e-06*(x*x)))+(1.11276e-09*(x*(x*x))))
0, comb, up, 2, 0.0, 0.5, 20.0, 1000.0, 0, 1, (((0.991991+(0.000898777*x))+(-1.88002e-06*(x*x)))+(1.11276e-09*(x*(x*x)))) + ((((1.05319+(0.00110776*x))+(-2.38542e-06*(x*x)))+(1.42826e-09*(x*(x*x))))-(((0.930838+(0.000687929*x))+(-1.36976e-06*(x*x)))+(7.94486e-10*(x*(x*x)))))/2.0
0, comb, down, 2, 0.0, 0.5, 20.0, 1000.0, 0, 1, (((0.991991+(0.000898777*x))+(-1.88002e-06*(x*x)))+(1.11276e-09*(x*(x*x)))) - ((((1.05319+(0.00110776*x))+(-2.38542e-06*(x*x)))+(1.42826e-09*(x*(x*x))))-(((0.930838+(0.000687929*x))+(-1.36976e-06*(x*x)))+(7.94486e-10*(x*(x*x)))))/2.0
0, comb, central, 2, 0.5, 1.0, 20.0, 1000.0, 0, 1, (((0.96633+(0.000419215*x))+(-9.8654e-07*(x*x)))+(6.30396e-10*(x*(x*x))))
0, comb, up, 2, 0.5, 1.0, 20.0, 1000.0, 0, 1, (((0.96633+(0.000419215*x))+(-9.8654e-07*(x*x)))+(6.30396e-10*(x*(x*x)))) + ((((1.0279+(0.00051255*x))+(-1.24815e-06*(x*x)))+(8.07098e-10*(x*(x*x))))-(((0.904781+(0.000324913*x))+(-7.2229e-07*(x*x)))+(4.52185e-10*(x*(x*x)))))/2.0
0, comb, down, 2, 0.5, 1.0, 20.0, 1000.0, 0, 1, (((0.96633+(0.000419215*x))+(-9.8654e-07*(x*x)))+(6.30396e-10*(x*(x*x)))) - ((((1.0279+(0.00051255*x))+(-1.24815e-06*(x*x)))+(8.07098e-10*(x*(x*x))))-(((0.904781+(0.000324913*x))+(-7.2229e-07*(x*x)))+(4.52185e-10*(x*(x*x)))))/2.0
0, comb, central, 2, 1.0, 1.5, 20.0, 1000.0, 0, 1, (((0.968008+(0.000482491*x))+(-1.2496e-06*(x*x)))+(9.02736e-10*(x*(x*x))))
0, comb, up, 2, 1.0, 1.5, 20.0, 1000.0, 0, 1, (((0.968008+(0.000482491*x))+(-1.2496e-06*(x*x)))+(9.02736e-10*(x*(x*x)))) + ((((1.02142+(0.000633484*x))+(-1.6547e-06*(x*x)))+(1.18921e-09*(x*(x*x))))-(((0.914619+(0.000330357*x))+(-8.41216e-07*(x*x)))+(6.14504e-10*(x*(x*x)))))/2.0
0, comb, down, 2, 1.0, 1.5, 20.0, 1000.0, 0, 1, (((0.968008+(0.000482491*x))+(-1.2496e-06*(x*x)))+(9.02736e-10*(x*(x*x)))) - ((((1.02142+(0.000633484*x))+(-1.6547e-06*(x*x)))+(1.18921e-09*(x*(x*x))))-(((0.914619+(0.000330357*x))+(-8.41216e-07*(x*x)))+(6.14504e-10*(x*(x*x)))))/2.0
0, comb, central, 2, 1.5, 2.4, 20.0, 850.0, 0, 1, (((0.991448+(0.000765746*x))+(-2.26144e-06*(x*x)))+(1.65233e-09*(x*(x*x))))
0, comb, up, 2, 1.5, 2.4, 20.0, 850.0, 0, 1, (((0.991448+(0.000765746*x))+(-2.26144e-06*(x*x)))+(1.65233e-09*(x*(x*x)))) + ((((1.04894+(0.000861785*x))+(-2.57573e-06*(x*x)))+(1.90702e-09*(x*(x*x))))-(((0.933947+(0.000668609*x))+(-1.94474e-06*(x*x)))+(1.39774e-09*(x*(x*x)))))/2.0
0, comb, down, 2, 1.5, 2.4, 20.0, 850.0, 0, 1, (((0.991448+(0.000765746*x))+(-2.26144e-06*(x*x)))+(1.65233e-09*(x*(x*x)))) - ((((1.04894+(0.000861785*x))+(-2.57573e-06*(x*x)))+(1.90702e-09*(x*(x*x))))-(((0.933947+(0.000668609*x))+(-1.94474e-06*(x*x)))+(1.39774e-09*(x*(x*x)))))/2.0
1, comb, central, 2, 0.0, 0.8, 20.0, 1000.0, 0, 1, (((0.991457+(0.00130778*x))+(-2.98875e-06*(x*x)))+(1.81499e-09*(x*(x*x))))
1, comb, up, 2, 0.0, 0.8, 20.0, 1000.0, 0, 1, (((0.991457+(0.00130778*x))+(-2.98875e-06*(x*x)))+(1.81499e-09*(x*(x*x)))) + ((((1.16098+(0.00170403*x))+(-4.07382e-06*(x*x)))+(2.50873e-09*(x*(x*x))))-(((0.822012+(0.000908344*x))+(-1.89516e-06*(x*x)))+(1.1163e-09*(x*(x*x)))))/2.0
1, comb, down, 2, 0.0, 0.8, 20.0, 1000.0, 0, 1, (((0.991457+(0.00130778*x))+(-2.98875e-06*(x*x)))+(1.81499e-09*(x*(x*x)))) - ((((1.16098+(0.00170403*x))+(-4.07382e-06*(x*x)))+(2.50873e-09*(x*(x*x))))-(((0.822012+(0.000908344*x))+(-1.89516e-06*(x*x)))+(1.1163e-09*(x*(x*x)))))/2.0
1, comb, central, 2, 0.8, 1.6, 20.0, 1000.0, 0, 1, (((1.00576+(0.00121353*x))+(-3.20601e-06*(x*x)))+(2.15905e-09*(x*(x*x))))
1, comb, up, 2, 0.8, 1.6, 20.0, 1000.0, 0, 1, (((1.00576+(0.00121353*x))+(-3.20601e-06*(x*x)))+(2.15905e-09*(x*(x*x)))) + ((((1.16598+(0.00168902*x))+(-4.64013e-06*(x*x)))+(3.15214e-09*(x*(x*x))))-(((0.845597+(0.000734909*x))+(-1.76311e-06*(x*x)))+(1.16104e-09*(x*(x*x)))))/2.0
1, comb, down, 2, 0.8, 1.6, 20.0, 1000.0, 0, 1, (((1.00576+(0.00121353*x))+(-3.20601e-06*(x*x)))+(2.15905e-09*(x*(x*x)))) - ((((1.16598+(0.00168902*x))+(-4.64013e-06*(x*x)))+(3.15214e-09*(x*(x*x))))-(((0.845597+(0.000734909*x))+(-1.76311e-06*(x*x)))+(1.16104e-09*(x*(x*x)))))/2.0
